chr20	53342986	53348547
chr19	32470785	32476526
chr20	31704123	31709418
chr19	39137983	39143586
chr20	4003666	4007764
chr20	4003662	4007764
chr20	4003662	4006640
chr20	53342957	53348520
chr19	4709377	4711770
chr20	36482042	36485349
chr20	36479710	36485350
chr19	31280337	31285779
chr19	16362541	16367519
chr19	16362542	16367516
chr20	51632048	51634853
chr20	58337752	58342646
chr19	19442524	19444870
chr20	8632069	8637047
chr19	16362513	16367495
chr19	16362514	16367495
chr19	7976868	7979965
chr19	47170526	47172793
chr19	47170503	47172765
chr20	60270341	60270794
chr20	50813674	50814042
chr20	60270341	60270794
chr20	50813702	50814042
chr20	60270341	60270794
chr20	50813702	50814042
chr20	4926503	4931065
chr19	23100675	23104321
chr20	32709908	32712287
chr19	47170506	47172765
chr19	47160241	47163269
chr19	23100675	23103366
chr19	37339566	37343385
chr19	37340668	37343385
chr20	32411243	32415921
chr20	32411558	32415937
chr20	4002959	4007728
chr20	4003636	4007735
chr20	4003635	4007735
chr20	41576066	41579127
chr20	20541081	20544842
chr19	43969368	43972780
chr19	8386162	8388150
chr19	34202126	34205484
chr19	52418793	52422904
chr19	52639438	52642813
chr19	23376405	23380290
chr19	8386162	8388150
chr19	19802063	19805868
chr19	19800425	19802224
chr20	30589371	30593163
chr20	54108683	54112540
chr20	62167431	62172326
chr19	43969343	43972762
chr20	8156749	8159986
chr20	18598664	18604028
chr20	62167981	62172161
chr19	23087134	23090997
chr20	14238820	14245359
chr20	43674237	43678293
chr20	13469830	13473376
chr20	19294771	19298610
chr20	13159467	13159906
chr19	52418815	52422898
chr19	36765602	36770724
chr20	35031394	35034149
chr19	23723730	23727048
chr19	1212997	1216070
chr19	11928509	11933843
chr19	18721515	18726952
chr19	18721496	18726927
chr20	33584259	33591177
chr20	62168010	62172178
chr20	58392962	58397518
chr20	14998053	15000629
chr19	37339544	37343362
chr20	14570763	14575016
chr19	52558047	52559570
chr20	53595019	53597080
chr19	1253239	1253389
chr20	48977434	48984037
chr20	41032935	41040802
chr20	47505003	47510429
chr20	54029787	54035398
chr19	43323510	43329057
chr19	11891217	11896213
chr20	8382302	8388004
chr20	11726374	11731528
chr20	62167986	62172161
chr19	21038967	21046315
chr19	20841988	20847149
chr20	14663537	14665055
chr19	11042086	11046943
chr20	40269398	40274720
chr20	47742958	47749036
chr20	1138418	1144089
chr20	62167979	62172161
chr20	8381433	8387976
chr19	20537537	20542295
