chr20	3889408	3923792
chr20	3889390	3923698
chr20	3889417	3923787
chr20	3889799	3923699
chr19	11798543	11804202
chr19	55660173	55674713
chr19	55655034	55674715
chr19	55655016	55674709
chr19	55654953	55674709
chr19	55655007	55674708
chr19	55674336	55674703
chr19	55654122	55674709
chr19	55655017	55674713
chr20	5944183	5950532
chr20	5936925	5950379
chr20	5937832	5950379
chr20	5938467	5950472
chr20	5937831	5944255
chr19	47064193	47071802
chr19	47064196	47086432
chr19	47064197	47082203
chr19	47064193	47067418
chr19	47064194	47067188
chr19	5993166	6110562
chr19	44154628	44158996
chr19	44326564	44356680
chr19	43912632	43935281
chr19	44286352	44305000
chr19	44165104	44177679
chr19	43912631	43935270
chr19	44003004	44013542
chr19	44072149	44089611
chr19	44212619	44237265
chr20	31664460	31721876
chr20	31664463	31722669
chr20	31664461	31722925
chr20	44910076	44939311
chr20	44910096	44939307
chr19	10316219	10333526
chr19	10133351	10182078
chr19	10173117	10194950
chr19	10133347	10151804
chr19	10133351	10177324
chr19	44212562	44237262
chr19	43984169	43998323
chr19	43912643	43935259
chr19	44165102	44177681
chr19	43912626	43935282
chr19	44094360	44109827
chr19	43912642	43935248
chr19	44141557	44158994
chr19	44426256	44448481
chr19	44094360	44109827
chr19	5993528	6110566
chr19	5993527	6110532
chr19	13961532	14006139
chr19	19629481	19643625
chr19	19629480	19643639
chr20	32192512	32207798
chr20	20389551	20394885
chr19	19629480	19643650
chr19	19623675	19628183
chr19	1009653	1021127
chr19	1009654	1021122
chr19	1009654	1021133
chr19	1009652	1020852
chr19	1009652	1021121
chr20	31664461	31722865
chr19	10133347	10166633
chr19	10133351	10194911
chr19	10133351	10180417
chr19	10173117	10194953
chr20	31664459	31722864
chr19	10133347	10151849
chr20	50886938	50890129
chr20	50889050	50890129
chr20	50889050	50890129
chr20	31664461	31723962
chr20	31664459	31723526
chr20	31664461	31723960
chr20	31664461	31723960
chr20	31664460	31722553
chr20	10035082	10058295
chr20	10035081	10056752
chr20	45891321	45898811
chr19	2223306	2232575
chr20	4780029	4823639
chr20	4002989	4036215
chr20	63708038	63736137
chr20	63708038	63739096
chr20	63708122	63736139
chr20	63736663	63739101
chr20	63708038	63736139
chr20	63708038	63739101
chr20	63708038	63736139
chr20	63708038	63736140
chr20	63708038	63739101
chr20	63736653	63739093
chr20	50750958	50753738
chr20	50731431	50753573
chr20	50731553	50752329
chr20	50731540	50753568
chr20	63939840	63956405
chr20	25452811	25456240
chr19	10133349	10154996
chr19	10133353	10143878
chr19	10133354	10146492
chr19	10133347	10194950
chr19	38942282	38975737
chr19	38943583	38975735
chr19	38941404	38975741
chr19	38943264	38975835
chr19	10133354	10194953
chr19	10133344	10155904
chr19	10133351	10149897
chr19	10133353	10194943
chr19	10133351	10149019
chr19	49597418	49626433
chr19	49597091	49626436
chr19	49599685	49626437
chr19	49601804	49626437
chr19	44052012	44067419
chr20	41359126	41360579
chr19	47064193	47066430
chr20	4780030	4801027
chr19	19629481	19643638
chr19	35775553	35788821
chr19	35786923	35788821
chr20	44910067	44939313
chr20	50731520	50753735
chr19	9158393	9163408
chr20	31664460	31723001
chr20	31664461	31723975
chr20	4780031	4823473
chr19	5993517	6110570
chr20	31739268	31803216
chr20	44910056	44939313
chr20	32844482	32850404
chr19	10133349	10154378
chr19	10133347	10149901
chr20	31664463	31723598
chr20	31664461	31722549
chr19	48210790	48255883
chr19	48209652	48255911
chr19	48211117	48255898
chr19	10316218	10331412
chr20	32192507	32196220
chr20	32192510	32194140
chr20	32195619	32207736
chr20	32192501	32207743
chr20	32192505	32207756
chr20	32192509	32194835
chr19	7395175	7472474
chr20	1266324	1309320
chr20	1266319	1308071
chr20	63939843	63956397
chr20	10034968	10056755
chr20	10035129	10056760
chr20	63939839	63956399
chr20	63939840	63956404
chr20	63939840	63956447
chr20	63939840	63956416
chr19	13961543	14006320
chr19	13961543	14006290
chr19	13961541	13972963
chr19	5993166	6110594
chr19	5993518	6040078
chr19	13961532	14006314
chr20	63956707	63959443
chr20	45890272	45898815
chr20	45891359	45898814
chr20	45891338	45898814
chr20	45896995	45898816
chr20	45891343	45898815
chr20	45891334	45898816
chr20	45891304	45898815
chr20	45891375	45898815
chr19	10133347	10173175
chr19	10133351	10180412
chr19	10133353	10160415
chr19	10133353	10194901
chr19	10133347	10177367
chr19	10173100	10177327
chr19	10133355	10194932
chr19	47064196	47072494
chr19	47064191	47085125
chr19	5993518	6110473
chr19	13961541	13970688
chr19	19629479	19643672
chr20	5937833	5950557
chr19	18899519	18919384
chr19	18899516	18919387
chr19	18909541	18919399
chr19	18917387	18919396
chr19	57977078	58002832
chr19	57977083	58002777
chr19	57977488	58001372
chr20	63958385	63969859
chr20	63956704	63967421
chr20	63958380	63969858
chr20	63956706	63960019
chr20	13785055	13817223
chr19	10133353	10156505
chr20	63708067	63736137
chr20	63708038	63739096
chr20	63738216	63739097
chr20	63708041	63736139
chr20	63708067	63736139
chr20	63708067	63739099
chr20	47705820	47709991
chr20	62804960	62813995
chr20	36890428	36911297
chr20	36890234	36951729
chr20	36890239	36951684
chr20	36890234	36951708
chr20	36892694	36951673
chr20	17570108	17573893
chr20	32428660	32437353
chr19	2428168	2434853
chr19	2428167	2434353
chr19	2428173	2456900
chr19	2428169	2428920
chr19	2428170	2430703
chr19	2428172	2433991
chr19	2428167	2430921
chr20	9423759	9480471
chr19	53538112	53578384
chr19	53521034	53579578
chr19	53521035	53578074
chr19	53521690	53580263
chr19	46601278	46610780
chr20	53943545	54070658
chr20	53943979	54070553
chr20	50308915	50314916
chr19	57435323	57437721
chr19	18854626	18868228
chr20	62804799	62813997
chr20	51784075	51792706
chr20	51784072	51802491
chr19	35541597	35545515
chr19	35540740	35545562
chr20	45889376	45891260
chr20	36890401	36951683
chr20	62817017	62841091
chr19	46601264	46610779
chr19	46601290	46610779
chr19	46601278	46609301
chr20	62817430	62841155
chr20	62817434	62841090
chr19	55252396	55257076
chr19	48900288	48923264
chr20	48697400	48702224
chr20	3003705	3008727
chr20	5126966	5191371
chr20	5126908	5191337
chr20	4148809	4187744
chr19	43746839	43754921
chr19	43731157	43737579
chr20	49245906	49251617
chr20	62817049	62841296
chr19	18340645	18345723
chr20	5126975	5191337
chr19	2428168	2430438
chr19	2428167	2430270
chr19	2428168	2456702
chr20	44531901	44619035
chr20	5127010	5191337
chr20	5126996	5192662
chr20	5126969	5191173
chr20	5126876	5190450
chr19	29977558	29980611
chr19	19531726	19537578
chr19	16076441	16103002
chr19	16076444	16102994
chr19	16078265	16082988
chr19	16076991	16080806
chr19	2428168	2432453
chr20	51784054	51802456
chr20	51784082	51802447
chr19	36568492	36573253
chr19	36568492	36573291
chr19	58083845	58098222
chr19	58083842	58098228
chr19	58087653	58098253
chr19	58083873	58098228
chr19	58083842	58098228
chr19	58083844	58098249
chr19	46601283	46610780
chr20	53943540	53956658
chr19	53538112	53580263
chr19	46719513	46746810
chr19	46719516	46746311
chr19	7112268	7114072
chr19	7112265	7116565
chr19	7112264	7116692
chr19	7112270	7116719
chr19	7112260	7116319
chr19	7116118	7116273
chr19	7114698	7116716
chr19	7113707	7116721
chr19	7114693	7116556
chr19	7116119	7116719
chr19	53538145	53579577
chr19	53521013	53580265
chr19	46719513	46724267
chr19	46719515	46746449
chr19	46719516	46733093
chr19	7112268	7116539
chr19	46608193	46610776
chr20	21138952	21143879
chr20	49245898	49249203
chr20	4148777	4187725
chr20	4148791	4187722
chr20	4148800	4187724
chr20	4148827	4187718
chr19	53520953	53578381
chr19	58451655	58457828
chr19	58467058	58473409
chr19	58451595	58457806
chr20	62817049	62841154
chr20	62817014	62841156
chr19	46608480	46610778
chr20	51784079	51802514
chr20	51784081	51801571
chr19	58408664	58418321
chr19	58408605	58418312
chr19	58408654	58428365
chr19	55044343	55063148
chr19	2428169	2444449
chr19	2428171	2435048
chr19	2428168	2438269
chr19	2428168	2438249
chr20	44531875	44619031
chr20	14493477	14498286
chr20	14085102	14085728
chr19	7113702	7116697
chr19	45710631	45715804
chr19	16111656	16133631
chr19	16111889	16116886
chr19	16111657	16133540
chr19	16111873	16133631
chr19	16111856	16133534
chr19	16111872	16134230
chr19	40576854	40591393
chr19	40576844	40591392
chr19	40577128	40591393
chr19	40576885	40591394
chr20	45934697	45948016
chr20	45934679	45948015
chr20	45934684	45948015
chr20	45934677	45948015
chr20	45934698	45948015
chr20	62826785	62841086
chr20	62817442	62841086
chr20	62817050	62841542
chr20	62816212	62841084
chr20	62817049	62841091
chr20	62817434	62841091
chr20	62817049	62840950
chr20	62817060	62841155
chr19	2428168	2433886
chr19	48900784	48924690
chr19	48900342	48923264
chr19	48900340	48924687
chr19	16076496	16102996
chr19	16076535	16103005
chr19	16081397	16103001
chr20	45934687	45948015
chr19	8302127	8308309
chr19	8302128	8308351
chr19	8302128	8308363
chr19	8304715	8308357
chr19	2428168	2444539
chr20	51784072	51791544
chr20	51784072	51791692
chr20	51784072	51792044
chr20	51782333	51802465
chr19	41310206	41324199
chr19	41320338	41324867
chr20	6013222	6018213
chr20	6029358	6037380
chr20	6006099	6038028
chr19	49139805	49151019
chr19	49128525	49151020
chr19	58467042	58473572
chr19	58451651	58457830
chr19	13136060	13141146
chr19	13137501	13141140
chr19	13116855	13141142
chr19	13139107	13141141
chr19	13135694	13141146
chr19	13138308	13141138
chr19	13135343	13141138
chr19	13135231	13141139
chr19	13135559	13141142
chr19	46600996	46610779
chr19	55044337	55063131
chr19	55044318	55063147
chr19	55044320	55063145
chr19	55044337	55069531
chr20	63685067	63689914
chr19	13882351	13906084
chr19	13882356	13906049
chr19	4090320	4104261
chr19	4090325	4100427
chr19	1225291	1227712
chr19	41310501	41324867
chr19	41316752	41324870
chr20	44990411	44995629
chr20	62804802	62813997
chr20	62804810	62813986
chr20	62810513	62813994
chr20	62805823	62808973
chr19	40576854	40591393
chr19	35540739	35545515
chr19	58559660	58564324
chr20	36890884	36951659
chr20	36890434	36951708
chr20	5127012	5191345
chr20	49245906	49249713
chr20	49245907	49249339
chr20	49245907	49248611
chr20	32856632	32858758
chr19	44809061	44821411
chr19	58408638	58418310
chr19	41310162	41324864
chr19	19531730	19537578
chr19	18853007	18868227
chr20	44355700	44432840
chr20	44401344	44432841
chr20	44401238	44431387
chr20	44401238	44432842
chr19	32978594	33064918
chr19	617226	633563
chr20	62819081	62841083
chr19	40355643	40360602
chr19	3371345	3376453
chr20	25195680	25226711
chr20	25195713	25226709
chr20	25195713	25226711
chr19	11131438	11133813
chr20	408309	430959
chr20	25209846	25226709
chr20	25195744	25226328
chr20	25195711	25226711
chr20	25195712	25226711
chr20	25195946	25226713
chr20	25195701	25226713
chr20	25195714	25226715
chr20	25209864	25226711
chr19	867965	890216
chr19	49453232	49470586
chr20	18467395	18484638
chr20	32444306	32447401
chr20	58692873	58715842
chr20	58692811	58705166
chr20	58692835	58715838
chr20	58692835	58704505
chr20	58651256	58678637
chr20	58692841	58705169
chr20	58651276	58677714
chr20	58692833	58715830
chr19	39168270	39179398
chr19	39125786	39179400
chr19	39125798	39179403
chr19	39125782	39179403
chr19	39125789	39179402
chr19	39125782	39179398
chr19	39125786	39179403
chr19	39156670	39179402
chr20	10405191	10409995
chr20	10405195	10434210
chr20	10405192	10434227
chr19	18364154	18367153
chr19	18340639	18366339
chr19	18340605	18367152
chr20	2840710	2866729
chr20	2860283	2866731
chr20	2840708	2866726
chr20	2840738	2866729
chr19	33081183	33113439
chr19	49453251	49470581
chr19	39172993	39179398
chr19	12142089	12144239
chr19	2233155	2236320
chr20	17574875	17578960
chr19	6413842	6418501
chr19	6413849	6424777
chr20	50958812	50961083
chr20	50958849	50963323
chr20	50958817	50961853
chr20	50958812	50960666
chr19	33081184	33130317
chr19	33081175	33130404
chr19	33081180	33130953
chr20	1894936	1939889
chr19	49453243	49470624
chr20	32277615	32333626
chr20	57497170	57525121
chr20	57497170	57524836
chr20	10218858	10307419
chr20	408023	430960
chr20	408068	410762
